University_Name,Year,Tution_Fee,Controlofinstitution,State
The University of Tampa,2014,25772,Private,Florida
The University of Tampa,2015,25632,Private,Florida
The University of Tennessee-Chattanooga,2011,6062,Public,Tennessee
The University of Tennessee-Chattanooga,2012,6718,Public,Tennessee
The University of Tennessee-Chattanooga,2013,7212,Public,Tennessee
The University of Tennessee-Chattanooga,2014,7554,Public,Tennessee
The University of Tennessee-Chattanooga,2015,7956,Public,Tennessee
The University of Tennessee-Knoxville,2011,7382,Public,Tennessee
The University of Tennessee-Knoxville,2012,8396,Public,Tennessee
The University of Tennessee-Knoxville,2013,9092,Public,Tennessee
The University of Tennessee-Knoxville,2014,11194,Public,Tennessee
The University of Tennessee-Knoxville,2015,10520,Public,Tennessee
The University of Tennessee-Martin,2011,6190,Public,Tennessee
The University of Tennessee-Martin,2012,6716,Public,Tennessee
The University of Tennessee-Martin,2013,7049,Public,Tennessee
The University of Tennessee-Martin,2014,7507,Public,Tennessee
The University of Tennessee-Martin,2015,6253,Public,Tennessee
The University of Texas at Arlington,2011,8500,Public,Texas
The University of Texas at Arlington,2012,8878,Public,Texas
The University of Texas at Arlington,2013,8878,Public,Texas
The University of Texas at Arlington,2014,8878,Public,Texas
The University of Texas at Arlington,2015,8878,Public,Texas
The University of Texas at Austin,2011,9416,Public,Texas
The University of Texas at Austin,2012,9794,Public,Texas
The University of Texas at Austin,2013,9790,Public,Texas
The University of Texas at Austin,2014,9798,Public,Texas
The University of Texas at Austin,2015,10200,Public,Texas
The University of Texas at Brownsville,2011,5109,Public,Texas
The University of Texas at Brownsville,2012,5352,Public,Texas
The University of Texas at Brownsville,2013,5488,Public,Texas
The University of Texas at Brownsville,2014,5372,Public,Texas
The University of Texas at Brownsville,2015,60220,Public,Texas
The University of Texas at Dallas,2011,9886,Public,Texas
The University of Texas at Dallas,2012,10276,Public,Texas
The University of Texas at Dallas,2013,10666,Public,Texas
The University of Texas at Dallas,2014,10864,Public,Texas
The University of Texas at Dallas,2015,11232,Public,Texas
The University of Texas at El Paso,2011,6731,Public,Texas
The University of Texas at El Paso,2012,7065,Public,Texas
The University of Texas at El Paso,2013,7214,Public,Texas
The University of Texas at El Paso,2014,7255,Public,Texas
The University of Texas at El Paso,2015,8102,Public,Texas
The University of Texas at San Antonio,2011,6718,Public,Texas
The University of Texas at San Antonio,2012,7042,Public,Texas
The University of Texas at San Antonio,2013,7389,Public,Texas
The University of Texas at San Antonio,2014,7457,Public,Texas
The University of Texas at San Antonio,2015,7520,Public,Texas
The University of Texas at Tyler,2011,6322,Public,Texas
The University of Texas at Tyler,2012,6592,Public,Texas
The University of Texas at Tyler,2013,7222,Public,Texas
The University of Texas at Tyler,2014,7222,Public,Texas
The University of Texas at Tyler,2015,7225,Public,Texas
The University of Texas of the Permian Basin,2011,4900,Public,Texas
The University of Texas of the Permian Basin,2012,5124,Public,Texas
The University of Texas of the Permian Basin,2013,5250,Public,Texas
The University of Texas of the Permian Basin,2014,5250,Public,Texas
The University of Texas of the Permian Basin,2015,5250,Public,Texas
The University of Texas-Pan American,2011,4795,Public,Texas
The University of Texas-Pan American,2012,5034,Public,Texas
The University of Texas-Pan American,2013,5165,Public,Texas
The University of Texas-Pan American,2014,5173,Public,Texas
The University of Texas-Pan American,2015,5210,Public,Texas
The University of Virginia's College at Wise,2011,7194,Public,Virginia
The University of Virginia's College at Wise,2012,7721,Public,Virginia
The University of Virginia's College at Wise,2013,8107,Public,Virginia
The University of Virginia's College at Wise,2014,8509,Public,Virginia
The University of Virginia's College at Wise,2015,8509,Public,Virginia
The University of West Florida,2011,4154,Public,Florida
The University of West Florida,2012,4701,Public,Florida
The University of West Florida,2013,6238,Public,Florida
The University of West Florida,2014,6357,Public,Florida
The University of West Florida,2015,5250,Public,Florida
Thiel College,2011,23728,Private,Pennsylvania
Thiel College,2012,24856,Private,Pennsylvania
Thiel College,2013,26012,Private,Pennsylvania
Thiel College,2014,26802,Private,Pennsylvania
Thiel College,2015,26502,Private,Pennsylvania
Thomas Aquinas College,2011,22400,Private,California
Thomas Aquinas College,2012,22850,Private,California
Thomas Aquinas College,2013,23600,Private,California
Thomas Aquinas College,2014,24500,Private,California
Thomas Aquinas College,2015,25200,Private,California
Thomas College,2011,21680,Private,Maine
Thomas College,2012,22770,Private,Maine
Thomas College,2013,22770,Private,Maine
Thomas College,2014,22770,Private,Maine
Thomas College,2015,22770,Private,Maine
Thomas Edison State College,2011,4883,Public,New Jersey
Thomas Edison State College,2012,5322,Public,New Jersey
Thomas Edison State College,2013,5508,Public,New Jersey
Thomas Edison State College,2014,5700,Public,New Jersey
Thomas Edison State College,2015,5293,Public,New Jersey
Thomas More College,2011,24845,Private,Kentucky
Thomas More College,2012,25845,Private,Kentucky
Thomas More College,2013,26595,Private,Kentucky
Thomas More College,2014,27345,Private,Kentucky
Thomas More College,2015,28596,Private,Kentucky
Thomas More College of Liberal Arts,2011,16100,Private,New Hampshire
Thomas More College of Liberal Arts,2012,17600,Private,New Hampshire
Thomas More College of Liberal Arts,2013,19200,Private,New Hampshire
Thomas More College of Liberal Arts,2014,19800,Private,New Hampshire
Thomas More College of Liberal Arts,2015,20400,Private,New Hampshire
Thomas University,2011,12510,Private,Georgia
Thomas University,2012,13320,Private,Georgia
Thomas University,2013,14080,Private,Georgia
Thomas University,2014,14740,Private,Georgia
Thomas University,2015,15953,Private,Georgia
Tiffin University,2011,18390,Private,Ohio
Tiffin University,2012,19124,Private,Ohio
Tiffin University,2013,19890,Private,Ohio
Tiffin University,2014,20700,Private,Ohio
Tiffin University,2015,20705,Private,Ohio
Toccoa Falls College,2011,15885,Private,Georgia
Toccoa Falls College,2012,16910,Private,Georgia
Toccoa Falls College,2013,18210,Private,Georgia
Toccoa Falls College,2014,19000,Private,Georgia
Toccoa Falls College,2015,19552,Private,Georgia
Tougaloo College,2011,9718,Private,Mississippi
Tougaloo College,2012,10218,Private,Mississippi
Tougaloo College,2013,10218,Private,Mississippi
Tougaloo College,2014,10227,Private,Mississippi
Tougaloo College,2015,10227,Private,Mississippi
Touro College,2011,14050,Private,New York
Touro College,2012,14550,Private,New York
Touro College,2013,14850,Private,New York
Touro College,2014,15250,Private,New York
Touro College,2015,15265,Private,New York
Towson University,2011,7656,Public,Maryland
Towson University,2012,7906,Public,Maryland
Towson University,2013,8132,Public,Maryland
Towson University,2014,8342,Public,Maryland
Towson University,2015,9520,Public,Maryland
Transylvania University,2011,26740,Private,Kentucky
Transylvania University,2012,28250,Private,Kentucky
Transylvania University,2013,29865,Private,Kentucky
Transylvania University,2014,31560,Private,Kentucky
Transylvania University,2015,32520,Private,Kentucky
Trevecca Nazarene University,2011,18518,Private,Tennessee
Trevecca Nazarene University,2012,20490,Private,Tennessee
Trevecca Nazarene University,2013,21290,Private,Tennessee
Trevecca Nazarene University,2014,22330,Private,Tennessee
Trevecca Nazarene University,2015,23748,Private,Tennessee
Trine University,2011,25400,Private,Indiana
Trine University,2012,26730,Private,Indiana
Trine University,2013,27790,Private,Indiana
Trine University,2014,28850,Private,Indiana
Trine University,2015,29520,Private,Indiana
Trine University-Regional/Non-Traditional Campuses,2011,7560,Private,Indiana
Trine University-Regional/Non-Traditional Campuses,2012,9120,Private,Indiana
Trine University-Regional/Non-Traditional Campuses,2013,9480,Private,Indiana
Trine University-Regional/Non-Traditional Campuses,2014,9840,Private,Indiana
Trine University-Regional/Non-Traditional Campuses,2015,9854,Private,Indiana
Trinity Christian College,2011,21733,Private,Illinois
Trinity Christian College,2012,22572,Private,Illinois
Trinity Christian College,2013,23513,Private,Illinois
Trinity Christian College,2014,24435,Private,Illinois
Trinity Christian College,2015,25623,Private,Illinois
Trinity College,2011,42420,Private,Connecticut
Trinity College,2012,44070,Private,Connecticut
Trinity College,2013,45730,Private,Connecticut
Trinity College,2014,47510,Private,Connecticut
Trinity College,2015,48265,Private,Connecticut
Trinity International University-Illinois,2011,23370,Private,Illinois
Trinity International University-Illinois,2012,24610,Private,Illinois
Trinity International University-Illinois,2013,25840,Private,Illinois
Trinity International University-Illinois,2014,26830,Private,Illinois
Trinity International University-Illinois,2015,28700,Private,Illinois
Trinity Lutheran College,2011,20370,Private,Washington
Trinity Lutheran College,2012,22260,Private,Washington
Trinity Lutheran College,2013,23900,Private,Washington
Trinity Lutheran College,2014,27042,Private,Washington
Trinity Lutheran College,2015,25623,Private,Washington
Trinity University,2011,30015,Private,Texas
Trinity University,2012,31356,Private,Texas
Trinity University,2013,32868,Private,Texas
Trinity University,2014,34678,Private,Texas
Trinity University,2015,35265,Private,Texas
Trinity Washington University,2011,20575,Private,District of Columbia
Trinity Washington University,2012,20975,Private,District of Columbia
Trinity Washington University,2013,21125,Private,District of Columbia
Trinity Washington University,2014,21630,Private,District of Columbia
Trinity Washington University,2015,22458,Private,District of Columbia
Troy University,2011,5860,Public,Alabama
Troy University,2012,6412,Public,Alabama
Troy University,2013,6844,Public,Alabama
Troy University,2014,7276,Public,Alabama
Troy University,2015,6584,Public,Alabama
Truett-McConnell College,2011,14540,Private,Georgia
Truett-McConnell College,2012,15010,Private,Georgia
Truett-McConnell College,2013,15650,Private,Georgia
Truett-McConnell College,2014,16610,Private,Georgia
Truett-McConnell College,2015,15265,Private,Georgia
Truman State University,2011,6692,Public,Missouri
Truman State University,2012,7008,Public,Missouri
Truman State University,2013,7216,Public,Missouri
Truman State University,2014,7368,Public,Missouri
Truman State University,2015,7452,Public,Missouri
Tufts University,2011,41598,Private,Massachusetts
Tufts University,2012,42962,Private,Massachusetts
Tufts University,2013,44666,Private,Massachusetts
Tufts University,2014,46598,Private,Massachusetts
Tufts University,2015,50604,Private,Massachusetts
Tulane University of Louisiana,2011,41884,Private,Louisiana
Tulane University of Louisiana,2012,43434,Private,Louisiana
Tulane University of Louisiana,2013,45240,Private,Louisiana
Tulane University of Louisiana,2014,46930,Private,Louisiana
Tulane University of Louisiana,2015,49638,Private,Louisiana
Tusculum College,2011,19920,Private,Tennessee
Tusculum College,2012,20910,Private,Tennessee
Tusculum College,2013,21620,Private,Tennessee
Tusculum College,2014,22250,Private,Tennessee
Tusculum College,2015,21620,Private,Tennessee
Tuskegee University,2011,16750,Private,Alabama
Tuskegee University,2012,17870,Private,Alabama
Tuskegee University,2013,18900,Private,Alabama
Tuskegee University,2014,18900,Private,Alabama
Tuskegee University,2015,21535,Private,Alabama
Union College,2011,19015,Private,Kentucky
Union College,2012,20079,Private,Kentucky
Union College,2013,21025,Private,Kentucky
Union College,2014,22000,Private,Kentucky
Union College,2015,24000,Private,Kentucky
Union College,2011,18150,Private,Nebraska
Union College,2012,18780,Private,Nebraska
Union College,2013,19880,Private,Nebraska
Union College,2014,20470,Private,Nebraska
Union College,2015,21970,Private,Nebraska
Union College,2011,42042,Private,New York
Union College,2012,43602,Private,New York
Union College,2013,45219,Private,New York
Union College,2014,46785,Private,New York
Union College,2015,50013,Private,New York
Union Institute & University,2011,11132,Private,Ohio
Union Institute & University,2012,11472,Private,Ohio
Union Institute & University,2013,11664,Private,Ohio
Union Institute & University,2014,11904,Private,Ohio
Union Institute & University,2015,11904,Private,Ohio
Union University,2011,22390,Private,Tennessee
Union University,2012,24030,Private,Tennessee
Union University,2013,25650,Private,Tennessee
Union University,2014,26880,Private,Tennessee
Union University,2015,29190,Private,Tennessee
Unity College,2011,22500,Private,Maine
Unity College,2012,23540,Private,Maine
Unity College,2013,24100,Private,Maine
Unity College,2014,25000,Private,Maine
Unity College,2015,26300,Private,Maine
University at Buffalo,2011,7136,Public,New York
University at Buffalo,2012,7482,Public,New York
University at Buffalo,2013,7989,Public,New York
University at Buffalo,2014,8211,Public,New York
University at Buffalo,2015,8870,Public,New York
University of Akron Main Campus,2011,9247,Public,Ohio
University of Akron Main Campus,2012,9545,Public,Ohio
University of Akron Main Campus,2013,9863,Public,Ohio
University of Akron Main Campus,2014,10054,Public,Ohio
University of Akron Main Campus,2015,10509,Public,Ohio
University of Alabama at Birmingham,2011,5806,Public,Alabama
University of Alabama at Birmingham,2012,6264,Public,Alabama
University of Alabama at Birmingham,2013,6798,Public,Alabama
University of Alabama at Birmingham,2014,7206,Public,Alabama
University of Alabama at Birmingham,2015,10170,Public,Alabama
University of Alabama in Huntsville,2011,7492,Public,Alabama
University of Alabama in Huntsville,2012,8094,Public,Alabama
University of Alabama in Huntsville,2013,8794,Public,Alabama
University of Alabama in Huntsville,2014,9192,Public,Alabama
University of Alabama in Huntsville,2015,9280,Public,Alabama
University of Alaska Anchorage,2011,5186,Public,Alaska
University of Alaska Anchorage,2012,5396,Public,Alaska
University of Alaska Anchorage,2013,5726,Public,Alaska
University of Alaska Anchorage,2014,5147,Public,Alaska
University of Alaska Anchorage,2015,7370,Public,Alaska
University of Alaska Fairbanks,2011,5358,Public,Alaska
University of Alaska Fairbanks,2012,5568,Public,Alaska
University of Alaska Fairbanks,2013,5898,Public,Alaska
University of Alaska Fairbanks,2014,4984,Public,Alaska
University of Alaska Fairbanks,2015,5084,Public,Alaska
University of Alaska Southeast,2011,5130,Public,Alaska
University of Alaska Southeast,2012,5380,Public,Alaska
University of Alaska Southeast,2013,5740,Public,Alaska
University of Alaska Southeast,2014,5693,Public,Alaska
University of Alaska Southeast,2015,5901,Public,Alaska
University of Arizona,2011,8237,Public,Arizona
University of Arizona,2012,10035,Public,Arizona
University of Arizona,2013,10035,Public,Arizona
University of Arizona,2014,10391,Public,Arizona
University of Arizona,2015,10872,Public,Arizona
University of Arkansas,2011,6768,Public,Arkansas
University of Arkansas,2012,7174,Public,Arkansas
University of Arkansas,2013,7554,Public,Arkansas
University of Arkansas,2014,7818,Public,Arkansas
University of Arkansas,2015,8522,Public,Arkansas
University of Arkansas at Little Rock,2011,6643,Public,Arkansas
University of Arkansas at Little Rock,2012,6937,Public,Arkansas
University of Arkansas at Little Rock,2013,6854,Public,Arkansas
University of Arkansas at Little Rock,2014,7094,Public,Arkansas
University of Arkansas at Little Rock,2015,8165,Public,Arkansas
University of Arkansas at Monticello,2011,4990,Public,Arkansas
University of Arkansas at Monticello,2012,5290,Public,Arkansas
University of Arkansas at Monticello,2013,5560,Public,Arkansas
University of Arkansas at Monticello,2014,5793,Public,Arkansas
University of Arkansas at Monticello,2015,6082,Public,Arkansas
University of Arkansas at Pine Bluff,2011,5033,Public,Arkansas
University of Arkansas at Pine Bluff,2012,5435,Public,Arkansas
University of Arkansas at Pine Bluff,2013,5724,Public,Arkansas
University of Arkansas at Pine Bluff,2014,5938,Public,Arkansas
University of Arkansas at Pine Bluff,2015,5956,Public,Arkansas
University of Arkansas-Fort Smith,2011,4918,Public,Arkansas
University of Arkansas-Fort Smith,2012,4250,Public,Arkansas
University of Arkansas-Fort Smith,2013,4462,Public,Arkansas
University of Arkansas-Fort Smith,2014,4528,Public,Arkansas
University of Arkansas-Fort Smith,2015,4727,Public,Arkansas
University of Baltimore,2011,7330,Public,Maryland
University of Baltimore,2012,7500,Public,Maryland
University of Baltimore,2013,7646,Public,Maryland
University of Baltimore,2014,7838,Public,Maryland
University of Baltimore,2015,4163,Public,Maryland
University of Bridgeport,2011,26370,Private,Connecticut
University of Bridgeport,2012,27330,Private,Connecticut
University of Bridgeport,2013,28140,Private,Connecticut
University of Bridgeport,2014,29090,Private,Connecticut
University of Bridgeport,2015,30850,Private,Connecticut
University of California-Berkeley,2011,10940,Public,California
University of California-Berkeley,2012,12834,Public,California
University of California-Berkeley,2013,12874,Public,California
University of California-Berkeley,2014,12864,Public,California
University of California-Berkeley,2015,13432,Public,California
University of California-Davis,2011,11958,Public,California
University of California-Davis,2012,13860,Public,California
University of California-Davis,2013,13877,Public,California
University of California-Davis,2014,13895,Public,California
University of California-Davis,2015,13951,Public,California
University of California-Irvine,2011,11232,Public,California
University of California-Irvine,2012,13122,Public,California
University of California-Irvine,2013,13122,Public,California
University of California-Irvine,2014,13149,Public,California
University of California-Irvine,2015,14577,Public,California
University of California-Los Angeles,2011,10781,Public,California
University of California-Los Angeles,2012,12686,Public,California
University of California-Los Angeles,2013,12692,Public,California
University of California-Los Angeles,2014,12697,Public,California
University of California-Los Angeles,2015,12753,Public,California
University of California-Riverside,2011,11029,Public,California
University of California-Riverside,2012,12924,Public,California
University of California-Riverside,2013,12960,Public,California
University of California-Riverside,2014,12960,Public,California
University of California-Riverside,2015,14050,Public,California
University of California-San Diego,2011,11306,Public,California
University of California-San Diego,2012,13200,Public,California
University of California-San Diego,2013,13217,Public,California
University of California-San Diego,2014,13271,Public,California
University of California-San Diego,2015,14042,Public,California
University of California-Santa Barbara,2011,11686,Public,California
University of California-Santa Barbara,2012,13595,Public,California
University of California-Santa Barbara,2013,13671,Public,California
University of California-Santa Barbara,2014,13746,Public,California
University of California-Santa Barbara,2015,13865,Public,California
University of California-Santa Cruz,2011,11505,Public,California
University of California-Santa Cruz,2012,13416,Public,California
University of California-Santa Cruz,2013,13416,Public,California
University of California-Santa Cruz,2014,13397,Public,California
University of California-Santa Cruz,2015,13481,Public,California
University of Central Arkansas,2011,6908,Public,Arkansas
University of Central Arkansas,2012,7183,Public,Arkansas
University of Central Arkansas,2013,7333,Public,Arkansas
University of Central Arkansas,2014,7595,Public,Arkansas
University of Central Arkansas,2015,7889,Public,Arkansas
University of Central Florida,2011,5021,Public,Florida
University of Central Florida,2012,5584,Public,Florida
University of Central Florida,2013,6247,Public,Florida
University of Central Florida,2014,6317,Public,Florida
University of Central Florida,2015,6368,Public,Florida
University of Central Missouri,2011,6585,Public,Missouri
University of Central Missouri,2012,6945,Public,Missouri
University of Central Missouri,2013,7147,Public,Missouri
University of Central Missouri,2014,7265,Public,Missouri
University of Central Missouri,2015,7322,Public,Missouri
University of Central Oklahoma,2011,4456,Public,Oklahoma
University of Central Oklahoma,2012,4718,Public,Oklahoma
University of Central Oklahoma,2013,5092,Public,Oklahoma
University of Central Oklahoma,2014,5437,Public,Oklahoma
University of Central Oklahoma,2015,5437,Public,Oklahoma
University of Charleston,2011,24700,Private,West Virginia
University of Charleston,2012,25181,Private,West Virginia
University of Charleston,2013,19681,Private,West Virginia
University of Charleston,2014,19650,Private,West Virginia
University of Charleston,2015,26100,Private,West Virginia
University of Chicago,2011,42041,Private,Illinois
University of Chicago,2012,43780,Private,Illinois
University of Chicago,2013,45609,Private,Illinois
University of Chicago,2014,47514,Private,Illinois
University of Chicago,2015,50193,Private,Illinois
University of Cincinnati-Main Campus,2011,10065,Public,Ohio
University of Cincinnati-Main Campus,2012,10419,Public,Ohio
University of Cincinnati-Main Campus,2013,10784,Public,Ohio
University of Cincinnati-Main Campus,2014,10784,Public,Ohio
University of Cincinnati-Main Campus,2015,11000,Public,Ohio
University of Colorado Boulder,2011,8511,Public,Colorado
University of Colorado Boulder,2012,9152,Public,Colorado
University of Colorado Boulder,2013,9482,Public,Colorado
University of Colorado Boulder,2014,10347,Public,Colorado
University of Colorado Boulder,2015,11091,Public,Colorado
University of Colorado Colorado Springs,2011,6029,Public,Colorado
University of Colorado Colorado Springs,2012,6512,Public,Colorado
University of Colorado Colorado Springs,2013,6688,Public,Colorado
University of Colorado Colorado Springs,2014,7024,Public,Colorado
University of Colorado Colorado Springs,2015,8982,Public,Colorado
University of Colorado Denver,2011,7214,Public,Colorado
University of Colorado Denver,2012,7394,Public,Colorado
University of Colorado Denver,2013,7494,Public,Colorado
University of Colorado Denver,2014,7933,Public,Colorado
University of Colorado Denver,2015,10404,Public,Colorado
University of Connecticut,2011,10416,Public,Connecticut
University of Connecticut,2012,10670,Public,Connecticut
University of Connecticut,2013,11242,Public,Connecticut
University of Connecticut,2014,12022,Public,Connecticut
University of Connecticut,2015,13364,Public,Connecticut
University of Dallas,2011,29530,Private,Texas
University of Dallas,2012,31150,Private,Texas
University of Dallas,2013,31070,Private,Texas
University of Dallas,2014,33110,Private,Texas
University of Dallas,2015,35800,Private,Texas
University of Dayton,2011,29930,Private,Ohio
University of Dayton,2012,31640,Private,Ohio
University of Dayton,2013,33400,Private,Ohio
University of Dayton,2014,35800,Private,Ohio
University of Dayton,2015,39090,Private,Ohio
University of Delaware,2011,10208,Public,Delaware
University of Delaware,2012,11192,Public,Delaware
University of Delaware,2013,11682,Public,Delaware
University of Delaware,2014,12112,Public,Delaware
University of Delaware,2015,12342,Public,Delaware
University of Denver,2011,36501,Private,Colorado
University of Denver,2012,37833,Private,Colorado
University of Denver,2013,39177,Private,Colorado
University of Denver,2014,40707,Private,Colorado
University of Denver,2015,44178,Private,Colorado
University of Detroit Mercy,2011,30660,Private,Michigan
University of Detroit Mercy,2012,32500,Private,Michigan
University of Detroit Mercy,2013,34530,Private,Michigan
University of Detroit Mercy,2014,35920,Private,Michigan
University of Detroit Mercy,2015,38626,Private,Michigan
University of Dubuque,2011,21590,Private,Iowa
University of Dubuque,2012,22620,Private,Iowa
University of Dubuque,2013,24530,Private,Iowa
University of Dubuque,2014,25520,Private,Iowa
University of Dubuque,2015,27896,Private,Iowa
University of Evansville,2011,28076,Private,Indiana
University of Evansville,2012,29416,Private,Indiana
University of Evansville,2013,30556,Private,Indiana
University of Evansville,2014,30596,Private,Indiana
University of Evansville,2015,32946,Private,Indiana
University of Florida,2011,5044,Public,Florida
University of Florida,2012,5657,Public,Florida
University of Florida,2013,6143,Public,Florida
University of Florida,2014,6263,Public,Florida
University of Florida,2015,6313,Public,Florida
University of Georgia,2011,8736,Public,Georgia
University of Georgia,2012,9472,Public,Georgia
University of Georgia,2013,9842,Public,Georgia
University of Georgia,2014,10262,Public,Georgia
University of Georgia,2015,11622,Public,Georgia
University of Great Falls,2011,18956,Private,Montana
University of Great Falls,2012,19580,Private,Montana
University of Great Falls,2013,20288,Private,Montana
University of Great Falls,2014,20960,Private,Montana
University of Great Falls,2015,21556,Private,Montana
University of Hartford,2011,29852,Private,Connecticut
University of Hartford,2012,30754,Private,Connecticut
University of Hartford,2013,32172,Private,Connecticut
University of Hartford,2014,33358,Private,Connecticut
University of Hartford,2015,36460,Private,Connecticut
University of Hawaii at Hilo,2011,5416,Public,Hawaii
University of Hawaii at Hilo,2012,5944,Public,Hawaii
University of Hawaii at Hilo,2013,6184,Public,Hawaii
University of Hawaii at Hilo,2014,6536,Public,Hawaii
University of Hawaii at Hilo,2015,7036,Public,Hawaii
University of Hawaii at Manoa,2011,8095,Public,Hawaii
University of Hawaii at Manoa,2012,9100,Public,Hawaii
University of Hawaii at Manoa,2013,9404,Public,Hawaii
University of Hawaii at Manoa,2014,9904,Public,Hawaii
University of Hawaii at Manoa,2015,11404,Public,Hawaii
University of Hawaii-West Oahu,2011,4666,Public,Hawaii
University of Hawaii-West Oahu,2012,5146,Public,Hawaii
University of Hawaii-West Oahu,2013,5602,Public,Hawaii
University of Hawaii-West Oahu,2014,6336,Public,Hawaii
University of Hawaii-West Oahu,2015,7380,Public,Hawaii
University of Houston,2011,7342,Public,Texas
University of Houston,2012,7513,Public,Texas
University of Houston,2013,8094,Public,Texas
University of Houston,2014,8401,Public,Texas
University of Houston,2015,10518,Public,Texas
University of Houston-Downtown,2011,4604,Public,Texas
University of Houston-Downtown,2012,4786,Public,Texas
University of Houston-Downtown,2013,5022,Public,Texas
University of Houston-Downtown,2014,5238,Public,Texas
University of Houston-Downtown,2015,10518,Public,Texas
University of Houston-Victoria,2011,5604,Public,Texas
University of Houston-Victoria,2012,5830,Public,Texas
University of Houston-Victoria,2013,6116,Public,Texas
University of Houston-Victoria,2014,6248,Public,Texas
University of Houston-Victoria,2015,6748,Public,Texas
University of Idaho,2011,5402,Public,Idaho
University of Idaho,2012,5856,Public,Idaho
University of Idaho,2013,6212,Public,Idaho
University of Idaho,2014,6524,Public,Idaho
University of Idaho,2015,7020,Public,Idaho
University of Illinois at Chicago,2011,12056,Public,Illinois
University of Illinois at Chicago,2012,12656,Public,Illinois
University of Illinois at Chicago,2013,13122,Public,Illinois
University of Illinois at Chicago,2014,13410,Public,Illinois
University of Illinois at Chicago,2015,13670,Public,Illinois
University of Illinois at Springfield,2011,8101,Public,Illinois
University of Illinois at Springfield,2012,8581,Public,Illinois
University of Illinois at Springfield,2013,8952,Public,Illinois
University of Illinois at Springfield,2014,9178,Public,Illinois
University of Illinois at Springfield,2015,11413,Public,Illinois
University of Illinois at Urbana-Champaign,2011,13096,Public,Illinois
University of Illinois at Urbana-Champaign,2012,13838,Public,Illinois
University of Illinois at Urbana-Champaign,2013,14522,Public,Illinois
University of Illinois at Urbana-Champaign,2014,14750,Public,Illinois
University of Illinois at Urbana-Champaign,2015,15626,Public,Illinois
University of Indianapolis,2011,22220,Private,Indiana
University of Indianapolis,2012,23010,Private,Indiana
University of Indianapolis,2013,23830,Private,Indiana
University of Indianapolis,2014,24660,Private,Indiana
University of Indianapolis,2015,26290,Private,Indiana
University of Iowa,2011,7417,Public,Iowa
University of Iowa,2012,7765,Public,Iowa
University of Iowa,2013,8057,Public,Iowa
University of Iowa,2014,8061,Public,Iowa
University of Iowa,2015,8104,Public,Iowa
University of Jamestown,2011,16780,Private,North Dakota
University of Jamestown,2012,17270,Private,North Dakota
University of Jamestown,2013,17870,Private,North Dakota
University of Jamestown,2014,18494,Private,North Dakota
University of Jamestown,2015,19870,Private,North Dakota
University of Kansas,2011,8733,Public,Kansas
University of Kansas,2012,9222,Public,Kansas
University of Kansas,2013,9678,Public,Kansas
University of Kansas,2014,10107,Public,Kansas
University of Kansas,2015,10448,Public,Kansas
University of Kentucky,2011,8610,Public,Kentucky
University of Kentucky,2012,9128,Public,Kentucky
University of Kentucky,2013,9676,Public,Kentucky
University of Kentucky,2014,10110,Public,Kentucky
University of Kentucky,2015,10936,Public,Kentucky
University of La Verne,2011,29800,Private,California
University of La Verne,2012,31300,Private,California
University of La Verne,2013,33350,Private,California
University of La Verne,2014,35000,Private,California
University of La Verne,2015,38560,Private,California
University of Louisiana at Lafayette,2011,4426,Public,Louisiana
University of Louisiana at Lafayette,2012,4864,Public,Louisiana
University of Louisiana at Lafayette,2013,5374,Public,Louisiana
University of Louisiana at Lafayette,2014,6192,Public,Louisiana
University of Louisiana at Lafayette,2015,6948,Public,Louisiana
University of Louisiana at Monroe,2011,4636,Public,Louisiana
University of Louisiana at Monroe,2012,5101,Public,Louisiana
University of Louisiana at Monroe,2013,5443,Public,Louisiana
University of Louisiana at Monroe,2014,6318,Public,Louisiana
University of Louisiana at Monroe,2015,6963,Public,Louisiana
University of Louisville,2011,8424,Public,Kentucky
University of Louisville,2012,8930,Public,Kentucky
University of Louisville,2013,9662,Public,Kentucky
University of Louisville,2014,9946,Public,Kentucky
University of Louisville,2015,10738,Public,Kentucky
University of Maine,2011,10142,Public,Maine
University of Maine,2012,10588,Public,Maine
University of Maine,2013,10594,Public,Maine
University of Maine,2014,10600,Public,Maine
University of Maine,2015,10610,Public,Maine
University of Maine at Augusta,2011,7125,Public,Maine
University of Maine at Augusta,2012,7448,Public,Maine
University of Maine at Augusta,2013,7448,Public,Maine
University of Maine at Augusta,2014,7500,Public,Maine
University of Maine at Augusta,2015,7448,Public,Maine
University of Maine at Farmington,2011,9022,Public,Maine
University of Maine at Farmington,2012,9367,Public,Maine
University of Maine at Farmington,2013,9367,Public,Maine
University of Maine at Farmington,2014,9167,Public,Maine
University of Maine at Farmington,2015,9217,Public,Maine
University of Maine at Fort Kent,2011,7163,Public,Maine
University of Maine at Fort Kent,2012,7575,Public,Maine
University of Maine at Fort Kent,2013,7575,Public,Maine
University of Maine at Fort Kent,2014,7575,Public,Maine
University of Maine at Fort Kent,2015,7575,Public,Maine
University of Maine at Machias,2011,7075,Public,Maine
University of Maine at Machias,2012,7480,Public,Maine
University of Maine at Machias,2013,7480,Public,Maine
University of Maine at Machias,2014,7490,Public,Maine
University of Maine at Machias,2015,7490,Public,Maine
University of Maine at Presque Isle,2011,7090,Public,Maine
