Name,lon,lat,Controlofinstitution,Website,Acceptance_Rate,State_name,Highest_degree_offered,,Total_Matriculates
Spring Arbor University,-84.551918,42.206233,Private,http://www.arbor.edu/,65,Michigan,Master's degree,,368
Spring Hill College,-88.138199,30.694751,Private,http://www.shc.edu/,46,Alabama,Master's degree,,431
Springfield College,-72.555688,42.105033,Private,http://springfield.edu/,70,Massachusetts,Doctor's degree,,513
St Andrews University,-79.478385,34.746283,Private,https://www.sa.edu/,64,North Carolina,Master's degree,,178
St Bonaventure University,-78.47586,42.07863,Private,http://www.sbu.edu/,80,New York,Master's degree,,438
St Catherine University,-93.181925,44.924542,Private,https://www.stkate.edu/,61,Minnesota,Doctor's degree,,443
St Francis College,-73.991653,40.693076,Private,http://www.sfc.edu/,64,New York,Master's degree,,568
St John's College,-76.491397,38.981513,Private,http://www.sjc.edu/,81,Maryland,Master's degree,,126
St John's College,-105.912226,35.666789,Private,http://www.sjc.edu/,82,New Mexico,Master's degree,,84
St John's University-New York,-73.795301,40.721979,Private,http://www.stjohns.edu/,53,New York,Doctor's degree,,2792
St Lawrence University,-75.161343,44.589879,Private,http://www.stlawu.edu/,46,New York,Master's degree,,631
St Mary's College of Maryland,-76.425706,38.188615,Public,http://www.smcm.edu/,72,Maryland,Master's degree,,419
St Mary's University,-98.564307,29.451793,Private,https://www.stmarytx.edu/,58,Texas,Doctor's degree,,596
St Olaf College,-93.183633,44.462884,Private,http://wp.stolaf.edu/,59,Minnesota,Bachelor's degree,,752
St Petersburg College,-82.717331,27.90242,Public,http://www.spcollege.edu/,75,Florida,Bachelor's degree,,22702
St Thomas Aquinas College,-73.934182,41.041126,Private,http://www.stac.edu/,82,New York,Master's degree,,337
St Thomas University,-80.256265,25.920915,Private,http://www.stu.edu/,46,Florida,Doctor's degree,,210
Stanford University,-122.182212,37.431746,Private,https://www.stanford.edu/,6,California,Doctor's degree,,1677
State University of New York at New Paltz,-74.088727,41.737205,Public,https://www.newpaltz.edu/,44,New York,Master's degree,,1119
Stephen F Austin State University,-94.58546,31.58562,Public,http://www.sfasu.edu/,57,Texas,Doctor's degree,,2253
Stephens College,-92.322997,38.950631,Private,https://www.stephens.edu/,68,Missouri,Master's degree,,168
Sterling College,-98.209966,38.219783,Private,https://www.sterling.edu/,44,Kansas,Bachelor's degree,,169
Sterling College,-72.382372,44.65225,Private,https://www.sterling.edu/,94,Vermont,Bachelor's degree,,20
Stetson University,-81.301604,29.036295,Private,http://www.stetson.edu/home/,59,Florida,Doctor's degree,,852
Stevens Institute of Technology,-74.025334,40.744776,Private,http://www.stevens.edu/,38,New Jersey,Doctor's degree,,622
Stevens-Henager College of Business-Provo,-111.713264,40.269691,Private,http://www.stevenshenager.edu/provo-orem,68,Utah,Bachelor's degree,,0
Stevens-Henager College-Logan,-111.835961,41.718039,Private,http://www.stevenshenager.edu/logan,74,Utah,Bachelor's degree,,
Stevens-Henager College-Murray,-111.902145,40.659626,Private,http://www.stevenshenager.edu/salt-lake-city,79,Utah,Master's degree,,
Stevens-Henager College-Ogden,-112.011617,41.232847,Private,http://www.stevenshenager.edu/ogden-west-haven,88,Utah,Bachelor's degree,,0
Stevenson University,-76.701247,39.421264,Private,http://www.stevenson.edu/,60,Maryland,Master's degree,,752
Stillman College,-87.585242,33.199228,Private,http://www.stillman.edu/,43,Alabama,Bachelor's degree,,257
Stonehill College,-71.078123,42.061448,Private,http://www.stonehill.edu/,71,Massachusetts,Bachelor's degree,,610
Stony Brook University,-73.123595,40.913138,Public,http://www.stonybrook.edu/sb/far-beyond/,39,New York,Doctor's degree,,2709
Suffolk University,-71.061969,42.359088,Private,http://www.suffolk.edu/,83,Massachusetts,Doctor's degree,,1188
Sul Ross State University,-103.65007,30.363418,Public,http://www.sulross.edu/,52,Texas,Master's degree,,310
SUNY at Albany,-73.825014,42.686917,Public,http://www.albany.edu/,55,New York,Doctor's degree,,2568
SUNY at Binghamton,-75.971143,42.088049,Public,https://www.binghamton.edu/,43,New York,Doctor's degree,,2664
SUNY at Fredonia,-79.336109,42.450961,Public,http://home.fredonia.edu/,52,New York,Master's degree,,1007
SUNY at Purchase College,-73.700127,41.047092,Public,http://www.purchase.edu/,33,New York,Master's degree,,775
SUNY College at Brockport,-77.949824,43.209862,Public,https://www.brockport.edu/,48,New York,Master's degree,,1085
SUNY College at Cortland,-76.197909,42.590158,Public,http://www2.cortland.edu/home/,47,New York,Master's degree,,1207
SUNY College at Geneseo,-77.821999,42.796864,Public,http://www.geneseo.edu/,46,New York,Master's degree,,997
SUNY College at Old Westbury,-73.570966,40.789842,Public,https://www.oldwestbury.edu/,58,New York,Master's degree,,410
SUNY College at Oswego,-76.543885,43.453047,Public,https://www.oswego.edu/,49,New York,Master's degree,,1508
SUNY College at Plattsburgh,-73.467342,44.691103,Public,http://web.plattsburgh.edu/,46,New York,Master's degree,,954
SUNY College at Potsdam,-74.976889,44.662862,Public,http://www.potsdam.edu/,68,New York,Master's degree,,821
SUNY College of Agriculture and Technology at Cobleskill,-74.504897,42.661622,Public,http://www.cobleskill.edu/home.asp,73,New York,Bachelor's degree,,781
SUNY College of Environmental Science and Forestry,-76.139236,43.034355,Public,http://www.esf.edu/,51,New York,Doctor's degree,,288
SUNY College of Technology at Alfred,-77.791057,42.258745,Public,http://www.alfredstate.edu/,55,New York,Bachelor's degree,,1101
SUNY College of Technology at Canton,-75.185005,44.607346,Public,http://www.canton.edu/,78,New York,Bachelor's degree,,780
SUNY College of Technology at Delhi,-74.924225,42.270129,Public,http://www.delhi.edu/,59,New York,Bachelor's degree,,935
SUNY Empire State College,-73.779915,43.078304,Public,http://www.esc.edu/,81,New York,Master's degree,,433
SUNY Institute of Technology at Utica-Rome,-75.2292,43.13528,Public,https://sunypoly.edu/,48,New York,Master's degree,,274
SUNY Maritime College,-73.800336,40.809048,Public,http://www.sunymaritime.edu/,64,New York,Master's degree,,331
SUNY Oneonta,-75.064186,42.466555,Public,http://suny.oneonta.edu/,51,New York,Master's degree,,1119
Susquehanna University,-76.87521,40.79774,Private,https://www.susqu.edu/,72,Pennsylvania,Bachelor's degree,,589
Swarthmore College,-75.356066,39.904081,Private,http://www.swarthmore.edu/,14,Pennsylvania,Bachelor's degree,,388
Sweet Briar College,-79.079735,37.556317,Private,http://sbc.edu/,84,Virginia,Master's degree,,197
Syracuse University,-76.136738,43.040525,Private,http://www.syr.edu/,49,New York,Doctor's degree,,3487
Tabor College,-97.20096,38.348606,Private,https://tabor.edu/,74,Kansas,Master's degree,,159
Talladega College,-86.113675,33.434258,Private,http://talladega.brinkster.net/joomla25/index.php,51,Alabama,Bachelor's degree,,145
Tarleton State University,-98.22008,32.215665,Public,http://www.tarleton.edu/home/,57,Texas,Doctor's degree,,1617
Taylor University,-85.496906,40.458382,Private,http://www.taylor.edu/,88,Indiana,Master's degree,,459
Temple University,-75.158267,39.980943,Public,https://www.temple.edu/,64,Pennsylvania,Doctor's degree,,4390
Tennessee State University,-86.82937,36.16899,Public,http://www.tnstate.edu/,53,Tennessee,Doctor's degree,,3153
Tennessee Technological University,-85.503957,36.174659,Public,https://www.tntech.edu/,93,Tennessee,Doctor's degree,,2176
Tennessee Wesleyan College,-84.592647,35.444939,Private,http://www.tnwesleyan.edu/,71,Tennessee,Master's degree,,208
Texas A & M International University,-99.435225,27.573504,Public,http://www.tamiu.edu/,48,Texas,Doctor's degree,,828
Texas A & M University-College Station,-96.340322,30.613226,Public,https://www.tamu.edu/,69,Texas,Doctor's degree,,10241
Texas A & M University-Commerce,-95.906913,33.243814,Public,http://www.tamuc.edu/,68,Texas,Doctor's degree,,943
Texas A & M University-Corpus Christi,-97.331933,27.718601,Public,https://www.tamucc.edu/,93,Texas,Doctor's degree,,2051
Texas A & M University-Kingsville,-97.882342,27.524852,Public,http://www.tamuk.edu/,88,Texas,Doctor's degree,,1255
Texas A & M University-Texarkana,-94.10398,33.49561,Public,http://www.tamut.edu/,37,Texas,Master's degree,,187
Texas Christian University,-97.361537,32.709568,Private,http://www.tcu.edu/,47,Texas,Doctor's degree,,1936
Texas College,-95.312259,32.374185,Private,http://www.texascollege.edu/,86,Texas,Bachelor's degree,,41
Texas Lutheran University,-97.984601,29.573274,Private,http://www.tlu.edu/,51,Texas,Master's degree,,346
Texas Southern University,-95.361961,29.722468,Public,http://www.tsu.edu/,45,Texas,Doctor's degree,,1110
Texas State University,-97.936392,29.889202,Public,http://www.txstate.edu/,75,Texas,Doctor's degree,,5181
Texas Tech University,-101.876917,33.580309,Public,https://www.ttu.edu/,66,Texas,Doctor's degree,,4785
Texas Wesleyan University,-97.279631,32.733314,Private,https://txwes.edu/,30,Texas,Doctor's degree,,273
Texas Woman's University,-97.129088,33.227002,Public,http://www.twu.edu/,86,Texas,Doctor's degree,,1161
The College of Idaho,-116.676838,43.652653,Private,https://www.collegeofidaho.edu/,91,Idaho,Master's degree,,292
The College of New Jersey,-74.777412,40.268742,Public,http://tcnj.pages.tcnj.edu/,43,New Jersey,Master's degree,,1404
The College of New Rochelle,-73.781104,40.899427,Private,http://www.cnr.edu/,57,New York,Master's degree,,532
The College of Saint Rose,-73.78611,42.664664,Private,https://www.strose.edu/,78,New York,Master's degree,,621
The College of Saint Scholastica,-92.105738,46.81544,Private,http://www.css.edu/,73,Minnesota,Doctor's degree,,432
The College of Wooster,-81.934674,40.81046,Private,https://www.wooster.edu/,56,Ohio,Bachelor's degree,,560
The Evergreen State College,-122.977492,47.07382,Public,http://evergreen.edu/,97,Washington,Master's degree,,509
The Kingƒ??s College,-74.012348,40.706861,Private,https://www.tkc.edu/,71,New York,Bachelor's degree,,127
The Master's College and Seminary,-118.517422,34.38214,Private,http://www.masters.edu/,61,California,Doctor's degree,,209
The New School,-73.994636,40.735275,Private,http://www.newschool.edu/,67,New York,Doctor's degree,,1038
The Richard Stockton College of New Jersey,-74.531087,39.492036,Public,http://intraweb.stockton.edu/eyos/page.cfm?siteID=197&pageID=5&layout=hp,62,New Jersey,Doctor's degree,,1069
The Sage Colleges,-73.693711,42.72821,Private,http://www.sage.edu/,57,New York,Doctor's degree,,297
The University of Alabama,-87.545766,33.2144,Public,https://www.ua.edu/,57,Alabama,Doctor's degree,,6454
The University of Findlay,-83.652067,41.05441,Private,https://www.findlay.edu/,68,Ohio,Doctor's degree,,581
The University of Montana,-113.98294,46.861074,Public,http://www.umt.edu/,94,Montana,Doctor's degree,,1967
The University of Montana-Western,-112.639264,45.208306,Public,https://www.umwestern.edu/,82,Montana,Bachelor's degree,,276
The University of Tampa,-82.465582,27.947225,Private,http://www.ut.edu/,52,Florida,Master's degree,,1592
The University of Tennessee-Chattanooga,-85.299812,35.048247,Public,https://www.utc.edu/,78,Tennessee,Doctor's degree,,2342
The University of Tennessee-Knoxville,-83.929696,35.955093,Public,http://www.utk.edu/,72,Tennessee,Doctor's degree,,4276
The University of Tennessee-Martin,-88.864211,36.340338,Public,http://www.utm.edu/,77,Tennessee,Master's degree,,1308
The University of Texas at Arlington,-97.115087,32.728437,Public,http://www.uta.edu/uta/,60,Texas,Doctor's degree,,2713
The University of Texas at Austin,-97.737279,30.284733,Public,http://www.utexas.edu/,40,Texas,Doctor's degree,,7249
The University of Texas at Brownsville,-97.486644,25.893584,Public,http://www.utb.edu/Pages/default.aspx,76,Texas,Doctor's degree,,3854
The University of Texas at Dallas,-96.748371,32.989432,Public,http://www.utdallas.edu/,59,Texas,Doctor's degree,,2233
The University of Texas at El Paso,-106.50356,31.771697,Public,http://www.utep.edu/,100,Texas,Doctor's degree,,3033
The University of Texas at San Antonio,-98.621386,29.582418,Public,http://www.utsa.edu/,73,Texas,Doctor's degree,,4493
The University of Texas at Tyler,-95.249096,32.314724,Public,http://www.uttyler.edu/,82,Texas,Doctor's degree,,704
The University of Texas of the Permian Basin,-102.329634,31.889509,Public,http://www.utpb.edu/,84,Texas,Master's degree,,276
The University of Texas-Pan American,-98.172112,26.306629,Public,http://www.utpa.edu/,62,Texas,Doctor's degree,,3102
The University of Virginia's College at Wise,-82.558728,36.971468,Public,http://www.uvawise.edu/,74,Virginia,Bachelor's degree,,335
The University of West Florida,-87.218125,30.542855,Public,https://secure.uwf.edu/,48,Florida,Doctor's degree,,1333
Thiel College,-80.382134,41.41308,Private,https://www.thiel.edu/,66,Pennsylvania,Bachelor's degree,,303
Thomas Aquinas College,-119.087141,34.429009,Private,http://www.thomasaquinas.edu/,79,California,Bachelor's degree,,88
Thomas College,-69.662923,44.524046,Private,https://www.thomas.edu/,72,Maine,Master's degree,,269
Thomas Edison State College,-74.769652,40.22011,Public,http://www.tesu.edu/,72,New Jersey,Master's degree,,150
Thomas More College,-84.568923,39.022963,Private,http://www.thomasmore.edu/,88,Kentucky,Master's degree,,264
Thomas More College of Liberal Arts,-71.48364,42.807701,Private,http://www.thomasmorecollege.edu/,90,New Hampshire,Bachelor's degree,,20
Thomas University,-83.981478,30.813954,Private,http://www.thomasu.edu/,69,Georgia,Master's degree,,66
Tiffin University,-83.18355,41.119193,Private,http://www.tiffin.edu/,39,Ohio,Master's degree,,1313
Toccoa Falls College,-83.353462,34.59554,Private,http://www.tfc.edu/,49,Georgia,Bachelor's degree,,178
Tougaloo College,-90.159405,32.402719,Private,https://www.tougaloo.edu/,36,Mississippi,Bachelor's degree,,153
Touro College,-73.989932,40.742172,Private,https://www.touro.edu/,59,New York,Doctor's degree,,859
Towson University,-76.612268,39.393008,Public,http://www.towson.edu/,60,Maryland,Doctor's degree,,2748
Transylvania University,-84.493883,38.053236,Private,https://www.transy.edu/,96,Kentucky,Bachelor's degree,,294
Trevecca Nazarene University,-86.753566,36.142115,Private,https://www.trevecca.edu/,77,Tennessee,Doctor's degree,,259
Trine University,-85.005696,41.633389,Private,http://www.trine.edu/,72,Indiana,Master's degree,,421
Trine University-Regional/Non-Traditional Campuses,-85.108364,41.176826,Private,http://www.trine.edu/,30,Indiana,Master's degree,,7
Trinity Christian College,-87.784157,41.669189,Private,http://www.trnty.edu/,90,Illinois,Master's degree,,205
Trinity College,-72.688684,41.746746,Private,http://www.trincoll.edu/Pages/default.aspx,32,Connecticut,Master's degree,,604
Trinity International University-Illinois,-87.882722,42.197909,Private,http://www.tiu.edu/,94,Illinois,Doctor's degree,,182
Trinity Lutheran College,-122.207663,47.980328,Private,http://www.tlc.edu/,96,Washington,Bachelor's degree,,57
Trinity University,-98.482577,29.46286,Private,https://new.trinity.edu/,64,Texas,Master's degree,,534
Trinity Washington University,-77.004261,38.927398,Private,http://www.trinitydc.edu/,52,District of Columbia,Master's degree,,276
Troy University,-85.950191,31.800128,Public,http://www.troy.edu/,68,Alabama,Doctor's degree,,2087
Truett-McConnell College,-83.745972,34.594437,Private,http://truett.edu/#from-the-very-first-verse,81,Georgia,Bachelor's degree,,204
Truman State University,-92.580531,40.188238,Public,http://www.truman.edu/,72,Missouri,Master's degree,,1329
Tufts University,-71.120641,42.406004,Private,https://www.tufts.edu/,19,Massachusetts,Doctor's degree,,1314
Tulane University of Louisiana,-90.120409,29.939696,Private,https://tulane.edu/,26,Louisiana,Doctor's degree,,1609
Tusculum College,-82.761716,36.172558,Private,http://home.tusculum.edu/,72,Tennessee,Master's degree,,310
Tuskegee University,-85.710315,32.431021,Private,http://www.tuskegee.edu/,35,Alabama,Doctor's degree,,650
Union College,-83.887982,36.869066,Private,https://www.union.edu/,74,Kentucky,Master's degree,,242
Union College,-96.651095,40.774778,Private,https://www.union.edu/,52,Nebraska,Master's degree,,178
Union College,-73.928498,42.817578,Private,https://www.union.edu/,37,New York,Bachelor's degree,,559
Union Institute & University,-84.500139,39.126856,Private,http://myunion.edu/,75,Ohio,Doctor's degree,,539
Union University,-88.858524,35.676896,Private,https://www.uu.edu/,74,Tennessee,Doctor's degree,,452
Unity College,-69.332276,44.603165,Private,http://www.unity.edu/,89,Maine,Bachelor's degree,,146
University at Buffalo,-78.790103,43.001433,Public,http://www.buffalo.edu/,57,New York,Doctor's degree,,3669
University of Akron Main Campus,-81.510328,41.077768,Public,https://www.uakron.edu/,96,Ohio,Doctor's degree,,3812
University of Alabama at Birmingham,-86.80917,33.50223,Public,http://www.uab.edu/home/,87,Alabama,Doctor's degree,,1773
University of Alabama in Huntsville,-86.63842,34.722818,Public,http://www.uah.edu/,81,Alabama,Doctor's degree,,651
University of Alaska Anchorage,-149.826135,61.189554,Public,https://www.uaa.alaska.edu/,80,Alaska,Doctor's degree,,9459
University of Alaska Fairbanks,-147.824751,64.857053,Public,https://www.uaf.edu/,74,Alaska,Doctor's degree,,4883
University of Alaska Southeast,-134.636346,58.38427,Public,http://www.uas.alaska.edu/,91,Alaska,Master's degree,,2107
University of Arizona,-110.950769,32.232071,Public,http://www.arizona.edu/,77,Arizona,Doctor's degree,,7401
University of Arkansas,-94.178214,36.06153,Public,http://www.uark.edu/,59,Arkansas,Doctor's degree,,4339
University of Arkansas at Little Rock,-92.341835,34.726644,Public,http://ualr.edu/www/,53,Arkansas,Doctor's degree,,667
University of Arkansas at Monticello,-91.812971,33.589788,Public,http://www.uamont.edu/,69,Arkansas,Master's degree,,1351
University of Arkansas at Pine Bluff,-92.021263,34.242192,Public,https://www.uapb.edu/,28,Arkansas,Doctor's degree,,568
University of Arkansas-Fort Smith,-94.374073,35.385345,Public,http://uafs.edu/,57,Arkansas,Bachelor's degree,,1343
University of Baltimore,-76.616591,39.305834,Public,http://www.ubalt.edu/index.cfm,73,Maryland,Doctor's degree,,251
University of Bridgeport,-73.189352,41.165587,Private,http://www.bridgeport.edu/,64,Connecticut,Doctor's degree,,542
University of California-Berkeley,-122.260401,37.871519,Public,http://www.berkeley.edu/,18,California,Doctor's degree,,4162
University of California-Davis,-121.751958,38.539895,Public,https://www.ucdavis.edu/,45,California,Doctor's degree,,5208
University of California-Irvine,-117.841248,33.648434,Public,https://uci.edu/,42,California,Doctor's degree,,5077
University of California-Los Angeles,-118.443901,34.068892,Public,http://www.ucla.edu/,22,California,Doctor's degree,,5620
University of California-Riverside,-117.331098,33.97588,Public,http://www.ucr.edu/,62,California,Doctor's degree,,4034
University of California-San Diego,-117.237793,32.876598,Public,https://ucsd.edu/,38,California,Doctor's degree,,4575
University of California-Santa Barbara,-119.848031,34.415402,Public,http://www.ucsb.edu/,44,California,Doctor's degree,,4741
University of California-Santa Cruz,-122.067993,36.997258,Public,http://www.ucsc.edu/,60,California,Doctor's degree,,3827
University of Central Arkansas,-92.45931,35.078196,Public,http://uca.edu/,90,Arkansas,Doctor's degree,,2157
University of Central Florida,-81.198805,28.60106,Public,http://www.ucf.edu/,49,Florida,Doctor's degree,,6068
University of Central Missouri,-93.737445,38.755882,Public,https://www.ucmo.edu/,81,Missouri,Master's degree,,1769
University of Central Oklahoma,-97.470985,35.658239,Public,https://www.uco.edu/,84,Oklahoma,Master's degree,,2223
University of Charleston,-81.618667,38.332577,Private,http://www.ucwv.edu/,69,West Virginia,Doctor's degree,,272
University of Chicago,-87.601196,41.78917,Private,http://www.uchicago.edu/,9,Illinois,Doctor's degree,,1426
University of Cincinnati-Main Campus,-84.51428,39.131159,Public,https://admissions.uc.edu/,73,Ohio,Doctor's degree,,4486
University of Colorado Boulder,-105.267061,40.004415,Public,http://www.colorado.edu/,88,Colorado,Doctor's degree,,5846
University of Colorado Colorado Springs,-104.800296,38.892735,Public,http://www.uccs.edu/,91,Colorado,Doctor's degree,,1616
University of Colorado Denver,-104.999181,39.74603,Public,http://www.ucdenver.edu/pages/ucdwelcomepage.aspx,76,Colorado,Doctor's degree,,991
University of Connecticut,-72.249519,41.808205,Public,http://uconn.edu/,54,Connecticut,Doctor's degree,,3755
University of Dallas,-96.921573,32.846202,Private,http://udallas.edu/index.php,90,Texas,Doctor's degree,,380
University of Dayton,-84.173662,39.73686,Private,https://www.udayton.edu/,53,Ohio,Doctor's degree,,1761
University of Delaware,-75.7536,39.679791,Public,http://www.udel.edu/,65,Delaware,Doctor's degree,,4224
University of Denver,-104.964625,39.695954,Private,http://www.du.edu/,77,Colorado,Doctor's degree,,1413
University of Detroit Mercy,-83.138369,42.417168,Private,http://www.udmercy.edu/,61,Michigan,Doctor's degree,,481
University of Dubuque,-90.693568,42.498027,Private,https://www.dbq.edu/,77,Iowa,Doctor's degree,,447
University of Evansville,-87.531963,37.969955,Private,https://www.evansville.edu/,84,Indiana,Doctor's degree,,543
University of Florida,-82.361195,29.638248,Public,http://www.ufl.edu/,47,Florida,Doctor's degree,,6373
University of Georgia,-83.374049,33.956428,Public,http://www.uga.edu/,56,Georgia,Doctor's degree,,4936
University of Great Falls,-111.270167,47.490279,Private,http://www.ugf.edu/,73,Montana,Master's degree,,151
University of Hartford,-72.714965,41.796485,Private,http://www.hartford.edu/,62,Connecticut,Doctor's degree,,1267
University of Hawaii at Hilo,-155.081329,19.701854,Public,https://hilo.hawaii.edu/,75,Hawaii,Doctor's degree,,461
University of Hawaii at Manoa,-157.816607,21.292648,Public,https://manoa.hawaii.edu/,80,Hawaii,Doctor's degree,,1981
University of Hawaii-West Oahu,-158.062444,21.353359,Public,http://westoahu.hawaii.edu/,76,Hawaii,Bachelor's degree,,301
University of Houston,-95.344851,29.719988,Public,http://www.uh.edu/,58,Texas,Doctor's degree,,3434
University of Houston-Downtown,-95.35953,29.763831,Public,https://www.uhd.edu/Pages/home.aspx,95,Texas,Master's degree,,1130
University of Houston-Victoria,-96.978193,28.816438,Public,http://www.uhv.edu/,51,Texas,Master's degree,,310
University of Idaho,-117.024296,46.726894,Public,https://www.uidaho.edu/,66,Idaho,Doctor's degree,,1643
University of Illinois at Chicago,-87.651145,41.872651,Public,http://www.uic.edu/,71,Illinois,Doctor's degree,,3104
University of Illinois at Springfield,-89.614917,39.729862,Public,http://www.uis.edu/,60,Illinois,Doctor's degree,,316
University of Illinois at Urbana-Champaign,-88.230309,40.108864,Public,http://illinois.edu/,62,Illinois,Doctor's degree,,7329
University of Indianapolis,-86.134747,39.709671,Private,http://www.uindy.edu/,84,Indiana,Doctor's degree,,830
University of Iowa,-91.535698,41.660695,Public,http://www.uiowa.edu/,80,Iowa,Doctor's degree,,4460
University of Jamestown,-98.697209,46.915402,Private,http://www.uj.edu/?wdth=1600,57,North Dakota,Doctor's degree,,261
University of Kansas,-95.24587,38.957351,Public,https://www.ku.edu/,92,Kansas,Doctor's degree,,3771
University of Kentucky,-84.509177,38.032393,Public,http://www.uky.edu/UKHome/,69,Kentucky,Doctor's degree,,4702
University of La Verne,-117.772634,34.10086,Private,http://laverne.edu/,39,California,Doctor's degree,,623
University of Louisiana at Lafayette,-92.01941,30.215283,Public,http://www.louisiana.edu/,59,Louisiana,Doctor's degree,,2693
University of Louisiana at Monroe,-92.073855,32.527957,Public,http://www.ulm.edu/,77,Louisiana,Doctor's degree,,1325
University of Louisville,-85.758843,38.215752,Public,http://louisville.edu/,71,Kentucky,Doctor's degree,,2857
University of Maine,-68.673839,44.895966,Public,https://umaine.edu/,81,Maine,Doctor's degree,,1997
University of Maine at Augusta,-69.796396,44.337746,Public,http://www.uma.edu/,94,Maine,Bachelor's degree,,3044
University of Maine at Farmington,-70.147469,44.668,Public,http://www.umf.maine.edu/,84,Maine,Master's degree,,439
University of Maine at Fort Kent,-68.588364,47.250306,Public,https://www.umfk.edu/,63,Maine,Bachelor's degree,,162
University of Maine at Machias,-67.456534,44.709895,Public,https://machias.edu/,85,Maine,Bachelor's degree,,104
University of Maine at Presque Isle,-68.016516,46.672377,Public,http://www.umpi.edu/,87,Maine,Bachelor's degree,,600
University of Mary,-100.752386,46.724893,Private,http://www.umary.edu/,83,North Dakota,Doctor's degree,,440
University of Mary Hardin-Baylor,-97.463479,31.066798,Private,http://www.umhb.edu/,85,Texas,Doctor's degree,,675
University of Mary Washington,-77.474392,38.302206,Public,http://www.umw.edu/,81,Virginia,Master's degree,,947
University of Maryland Eastern Shore,-75.687227,38.211188,Public,https://www.umes.edu/home/,55,Maryland,Doctor's degree,,610
University of Maryland-Baltimore County,-76.711607,39.256686,Public,http://www.umbc.edu/,63,Maryland,Doctor's degree,,1657
University of Maryland-College Park,-76.939704,38.988607,Public,http://www.umd.edu/,47,Maryland,Doctor's degree,,4020
University of Maryland-University College,-76.954104,38.986299,Public,http://www.umuc.edu/,100,Maryland,Doctor's degree,,33925
University of Massachusetts-Amherst,-72.52613,42.386105,Public,http://www.umass.edu/,63,Massachusetts,Doctor's degree,,4672
University of Massachusetts-Boston,-71.038653,42.314541,Public,https://www.umb.edu/,71,Massachusetts,Doctor's degree,,1413
University of Massachusetts-Dartmouth,-71.005528,41.628861,Public,http://www.umassd.edu/,72,Massachusetts,Doctor's degree,,1443
University of Massachusetts-Lowell,-71.325081,42.65372,Public,https://www.uml.edu/,64,Massachusetts,Doctor's degree,,1648
University of Memphis,-89.982038,35.115934,Public,http://www.memphis.edu/,68,Tennessee,Doctor's degree,,2134
University of Miami,-80.27645,25.720406,Private,http://welcome.miami.edu/,40,Florida,Doctor's degree,,2140
University of Michigan-Ann Arbor,-83.74313,42.276172,Public,https://www.umich.edu/,33,Michigan,Doctor's degree,,6200
University of Michigan-Dearborn,-83.231417,42.317287,Public,http://umdearborn.edu/,63,Michigan,Doctor's degree,,954
University of Michigan-Flint,-83.688474,43.018777,Public,https://www.umflint.edu/,78,Michigan,Doctor's degree,,724
University of Minnesota-Crookston,-96.609863,47.802021,Public,http://www1.crk.umn.edu/,69,Minnesota,Bachelor's degree,,213
University of Minnesota-Duluth,-92.085177,46.818896,Public,http://www.d.umn.edu/,78,Minnesota,Doctor's degree,,2054
University of Minnesota-Morris,-95.901756,45.589829,Public,http://www.morris.umn.edu/,58,Minnesota,Bachelor's degree,,469
University of Minnesota-Twin Cities,-93.235352,44.977886,Public,https://twin-cities.umn.edu/,44,Minnesota,Doctor's degree,,5544
University of Mississippi,-89.539377,34.362144,Public,http://www.olemiss.edu/,59,Mississippi,Doctor's degree,,3582
University of Missouri-Columbia,-92.326429,38.941015,Public,http://missouri.edu/,79,Missouri,Doctor's degree,,6194
University of Missouri-Kansas City,-94.578039,39.035366,Public,http://www.umkc.edu/,33,Missouri,Doctor's degree,,1078
University of Missouri-St Louis,-90.308886,38.711297,Public,http://www.umsl.edu/,74,Missouri,Doctor's degree,,482
University of Mobile,-88.128934,30.793247,Private,http://umobile.edu/,71,Alabama,Master's degree,,259
University of Montevallo,-86.865099,33.10625,Public,http://www.montevallo.edu/,87,Alabama,Master's degree,,531
University of Mount Union,-81.108624,40.905093,Private,https://www.mountunion.edu/,71,Ohio,Master's degree,,552
University of Nebraska at Kearney,-99.098237,40.700787,Public,https://www.unk.edu/,85,Nebraska,Master's degree,,1022
University of Nebraska at Omaha,-96.010797,41.257746,Public,http://www.unomaha.edu/,71,Nebraska,Doctor's degree,,1889
University of Nebraska-Lincoln,-96.702177,40.822272,Public,http://www.unl.edu/,64,Nebraska,Doctor's degree,,4420
University of Nevada-Las Vegas,-115.141153,36.106994,Public,https://www.unlv.edu/,85,Nevada,Doctor's degree,,3773
University of Nevada-Reno,-119.821651,39.549352,Public,http://www.unr.edu/,84,Nevada,Doctor's degree,,2994
University of New England,-70.385882,43.458172,Private,http://www.une.edu/,86,Maine,Doctor's degree,,633
University of New Hampshire at Manchester,-71.468764,42.990331,Public,http://manchester.unh.edu/,73,New Hampshire,Bachelor's degree,,94
University of New Hampshire-Main Campus,-70.934512,43.134235,Public,http://www.unh.edu/,78,New Hampshire,Doctor's degree,,2869
University of New Haven,-72.961472,41.291314,Private,http://www.newhaven.edu/,74,Connecticut,Doctor's degree,,1174
University of New Mexico-Main Campus,-106.620155,35.083868,Public,https://www.unm.edu/,65,New Mexico,Doctor's degree,,3424
University of New Orleans,-90.068506,30.028539,Public,http://www.uno.edu/,50,Louisiana,Doctor's degree,,860
